BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT,BALANCE_GROUP,BALANCE_FREQ_GROUP,PURCHASES_GROUP,ONEOFF_PURCHASES_GROUP,INSTALLMENTS_PURCHASES_GROUP,CASH_ADVANCE_GROUP,PURCHASES_FREQ_GROUP,ONEOFF_PURCHASES_FREQ_GROUP,PURCHASES_INSTALLMENTS_FREQ_GROUP,CASH_ADVANCE_FREQ_GROUP,CASH_ADVANCE_TRX_GROUP,PURCHASES_TRX_GROUP,CREDIT_LIMIT_GROUP,PAYMENTS_GROUP,MIN_PAYMENTS_GROUP,PRC_FULL_PAYMENT_GROUP
7468.01,1.0,1569.41,796.07,773.34,4500.29,0.55,0.45,0.36,0.27,7,10,8700.0,2162.94,4628.8,0.0,11,2,6001-8000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.41-0.6,0.41-0.6,0.21-0.4,0.21-0.4,6-10,0-15,8001-10000,2001-4000,4001-6000,0-0.2
7395.89,1.0,0.0,0.0,0.0,4507.52,0.0,0.0,0.0,1.0,31,0,8500.0,2902.82,2869.73,0.0,12,1,6001-8000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.81-1,31-35,0-15,8001-10000,2001-4000,2001-4000,0-0.2
364.22,0.82,142.52,142.52,0.0,654.35,0.08,0.08,0.0,0.25,6,2,2500.0,621.96,191.26,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
53.17,0.55,60.0,60.0,0.0,277.13,0.08,0.08,0.0,0.08,1,1,1200.0,2202.15,274.52,0.0,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,2001-4000,0-2000,0-0.2
1173.95,1.0,785.69,785.69,0.0,0.0,0.42,0.42,0.0,0.0,0,8,1200.0,473.66,619.38,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1543.21,1.0,1027.57,927.57,100.0,0.0,0.42,0.33,0.08,0.0,0,13,6000.0,319.88,443.41,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.21-0.4,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
467.35,1.0,46.74,0.0,46.74,0.0,0.17,0.0,0.17,0.0,0,2,2500.0,122.05,206.11,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
303.05,0.64,894.4,609.4,285.0,0.0,0.64,0.36,0.45,0.0,0,12,4000.0,183.62,128.25,0.0,11,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.21-0.4,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
5481.74,1.0,0.0,0.0,0.0,8896.92,0.0,0.0,0.0,1.0,80,0,9000.0,13652.75,1343.99,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,8001-10000,0-0.2,0-0.2,0-0.2,0.81-1,>45,0-15,8001-10000,12001-14000,0-2000,0-0.2
1952.19,1.0,297.59,99.59,198.0,55.22,0.5,0.08,0.42,0.17,2,7,2500.0,634.78,658.46,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.41-0.6,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
0.0,0.0,54.85,0.0,54.85,0.0,0.33,0.0,0.33,0.0,0,5,5000.0,75.75,75.75,0.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
19.96,1.0,287.4,0.0,287.4,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,276.34,167.94,0.83,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.81-1
1773.48,1.0,0.0,0.0,0.0,1578.89,0.0,0.0,0.0,0.25,3,0,3000.0,442.58,616.53,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1734.69,1.0,0.0,0.0,0.0,158.85,0.0,0.0,0.0,0.17,2,0,1800.0,363.84,612.66,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
927.29,1.0,364.74,151.42,213.32,0.0,0.75,0.17,0.58,0.0,0,16,1000.0,442.17,711.02,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.41-0.6,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
1248.19,1.0,40.13,0.0,40.13,0.0,0.08,0.0,0.08,0.0,0,1,1750.0,293.33,343.94,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
467.29,1.0,4327.92,78.0,4249.92,0.0,1.0,0.08,1.0,0.0,0,13,3000.0,4214.57,182.84,0.75,12,0,0-2000,0.81-1,4001-6000,0-2000,4001-6000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,2001-4000,4001-6000,0-2000,0.61-0.8
1450.96,0.44,0.0,0.0,0.0,3419.82,0.0,0.0,0.0,0.22,4,0,4000.0,446.09,747.17,0.0,9,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
34.2,1.0,211.56,0.0,211.56,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,188.66,153.22,0.5,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.41-0.6
3028.51,1.0,0.0,0.0,0.0,353.51,0.0,0.0,0.0,0.58,10,0,3000.0,820.09,1187.87,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
886.66,1.0,1440.48,1440.48,0.0,0.0,1.0,1.0,0.0,0.0,0,13,1800.0,309.64,291.86,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.81-1,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
692.53,1.0,404.0,404.0,0.0,0.0,0.17,0.17,0.0,0.0,0,2,6400.0,787.24,201.14,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,6001-8000,0-2000,0-2000,0-0.2
952.95,1.0,39.58,39.58,0.0,663.06,0.08,0.08,0.0,0.08,3,1,1800.0,1665.46,204.23,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2056.87,1.0,3373.7,3373.7,0.0,0.0,0.83,0.83,0.0,0.0,0,31,7000.0,2647.18,490.38,0.0,12,1,2001-4000,0.81-1,2001-4000,2001-4000,0-2000,0-2000,0.81-1,0.81-1,0-0.2,0-0.2,0-5,31-45,6001-8000,2001-4000,0-2000,0-0.2
566.93,0.91,903.0,903.0,0.0,0.0,0.09,0.09,0.0,0.0,0,1,1500.0,751.55,193.9,0.0,11,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1395.91,1.0,962.12,962.12,0.0,0.0,0.58,0.58,0.0,0.0,0,20,1600.0,1081.99,645.55,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0-0.2,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
18.61,0.64,302.5,0.0,302.5,0.0,0.75,0.0,0.67,0.0,0,17,3000.0,705.81,112.04,0.33,12,0,0-2000,0.61-0.8,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.61-0.8,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0.21-0.4
8419.74,1.0,3050.48,1475.56,1574.92,2127.49,1.0,1.0,1.0,0.25,5,67,12300.0,3298.74,4239.3,0.0,12,2,8001-10000,0.81-1,2001-4000,0-2000,0-2000,2001-4000,0.81-1,0.81-1,0.81-1,0.21-0.4,0-5,61-75,12001-14000,2001-4000,4001-6000,0-0.2
5.17,0.18,69.0,29.0,40.0,0.0,0.08,0.08,0.08,0.0,0,3,5000.0,167.35,41.84,0.18,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
7030.45,1.0,3747.12,1053.08,2694.04,266.71,1.0,0.25,1.0,0.08,1,70,14000.0,1968.08,1635.84,0.0,12,2,6001-8000,0.81-1,2001-4000,0-2000,2001-4000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,61-75,12001-14000,0-2000,0-2000,0-0.2
7091.03,1.0,0.0,0.0,0.0,2137.81,0.0,0.0,0.0,0.25,5,0,8500.0,1835.36,2701.58,0.0,12,1,6001-8000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,8001-10000,0-2000,2001-4000,0-0.2
1478.55,1.0,479.1,311.1,168.0,901.68,0.5,0.42,0.5,0.08,1,11,4500.0,4774.6,478.8,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0.41-0.6,0-0.2,0-5,0-15,4001-6000,4001-6000,0-2000,0-0.2
985.46,1.0,672.31,103.0,569.31,0.0,1.0,0.17,1.0,0.0,0,17,2500.0,1656.97,542.15,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,16-30,2001-4000,0-2000,0-2000,0-0.2
767.71,1.0,1730.6,661.45,1069.15,0.0,1.0,0.57,0.86,0.0,0,45,4000.0,341.46,126.5,0.0,7,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.41-0.6,0.81-1,0-0.2,0-5,31-45,2001-4000,0-2000,0-2000,0-0.2
8670.05,1.0,0.0,0.0,0.0,7738.74,0.0,0.0,0.0,0.67,17,0,12500.0,10496.24,2094.31,0.0,12,2,8001-10000,0.81-1,0-2000,0-2000,0-2000,6001-8000,0-0.2,0-0.2,0-0.2,0.61-0.8,16-20,0-15,12001-14000,10001-12000,2001-4000,0-0.2
26.77,0.6,190.0,90.0,100.0,0.0,0.5,0.1,0.3,0.0,0,7,1200.0,270.66,136.11,0.0,10,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
878.01,0.83,4085.23,3705.15,380.08,0.0,0.83,0.83,0.67,0.0,0,43,20000.0,4036.03,109.76,1.0,6,2,0-2000,0.81-1,4001-6000,2001-4000,0-2000,0-2000,0.81-1,0.81-1,0.61-0.8,0-0.2,0-5,31-45,18001-20000,4001-6000,0-2000,0.81-1
2409.24,1.0,990.15,772.6,217.55,0.0,0.75,0.42,0.42,0.0,0,26,8000.0,707.71,606.9,0.0,12,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0.41-0.6,0.41-0.6,0-0.2,0-5,16-30,6001-8000,0-2000,0-2000,0-0.2
2891.68,0.45,0.0,0.0,0.0,7981.15,0.0,0.0,0.0,0.08,4,0,10000.0,1379.83,1840.91,0.0,12,1,2001-4000,0.41-0.6,0-2000,0-2000,0-2000,6001-8000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
21.41,1.0,149.71,0.0,149.71,0.0,0.92,0.0,0.92,0.0,0,11,1500.0,141.97,150.5,0.17,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
1268.58,1.0,1835.93,255.32,1580.61,674.18,1.0,0.25,1.0,0.08,1,30,1200.0,3021.61,3148.91,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,16-30,0-2000,2001-4000,2001-4000,0-0.2
3509.71,1.0,0.0,0.0,0.0,3448.87,0.0,0.0,0.0,0.09,1,0,6000.0,811.88,833.95,0.0,11,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
2.57,0.45,0.0,0.0,0.0,294.43,0.0,0.0,0.0,0.08,1,0,1300.0,379.56,54.37,0.0,12,0,0-2000,0.41-0.6,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
879.99,1.0,1517.56,1507.56,10.0,0.0,0.58,0.58,0.08,0.0,0,15,1700.0,1812.4,314.38,0.17,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
868.33,1.0,1167.15,864.28,302.87,748.15,1.0,0.25,1.0,0.25,4,26,3000.0,704.32,240.06,0.08,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0.21-0.4,0-5,16-30,2001-4000,0-2000,0-2000,0-0.2
3093.59,1.0,47.69,82.41,0.0,1438.95,0.17,0.08,0.0,0.58,15,1,4100.0,4591.24,723.34,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.41-0.6,11-15,0-15,4001-6000,4001-6000,0-2000,0-0.2
1879.69,1.0,832.67,694.73,137.94,0.0,0.58,0.25,0.33,0.0,0,22,2000.0,873.93,1452.27,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.21-0.4,0.21-0.4,0-0.2,0-5,16-30,0-2000,0-2000,0-2000,0-0.2
6372.18,1.0,22101.78,22101.78,0.0,19513.47,0.33,0.33,0.0,0.67,35,40,7500.0,39461.97,6764.85,0.25,12,2,6001-8000,0.81-1,>10001,>10001,0-2000,>10001,0.21-0.4,0.21-0.4,0-0.2,0.61-0.8,31-35,31-45,6001-8000,>20000,6001-8000,0.21-0.4
1235.22,1.0,637.28,10.0,627.28,0.0,1.0,0.08,0.92,0.0,0,13,1500.0,742.38,703.2,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
4800.17,1.0,0.0,0.0,0.0,4491.73,0.0,0.0,0.0,0.27,11,0,9000.0,1134.48,1092.95,0.0,11,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.21-0.4,11-15,0-15,8001-10000,0-2000,0-2000,0-0.2
704.91,1.0,500.5,225.5,275.0,851.16,1.0,0.17,1.0,0.33,6,18,1200.0,1713.3,425.81,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0.21-0.4,6-10,16-30,0-2000,0-2000,0-2000,0-0.2
1340.55,1.0,427.96,331.96,96.0,618.34,0.5,0.33,0.42,0.17,4,12,1500.0,326.96,472.49,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.21-0.4,0.41-0.6,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
923.98,1.0,0.0,0.0,0.0,6616.56,0.0,0.0,0.0,0.42,6,0,2500.0,5155.09,320.49,0.2,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,6001-8000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,2001-4000,4001-6000,0-2000,0-0.2
182.17,1.0,270.65,45.65,225.0,0.0,0.83,0.08,0.75,0.0,0,10,1000.0,216.49,190.29,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.61-0.8,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
22.69,0.82,360.6,160.6,200.0,0.0,0.67,0.17,0.42,0.0,0,9,4500.0,415.62,144.9,0.86,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.61-0.8,0-0.2,0.41-0.6,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0.81-1
1184.97,1.0,0.0,0.0,0.0,4743.72,0.0,0.0,0.0,0.5,10,0,3000.0,2355.27,268.14,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,2001-4000,2001-4000,0-2000,0-0.2
4375.76,1.0,1016.41,0.0,1016.41,252.58,0.92,0.0,0.83,0.08,1,12,10000.0,1133.81,1165.42,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.81-1,0-0.2,0-5,0-15,8001-10000,0-2000,0-2000,0-0.2
444.52,1.0,302.4,0.0,302.4,1955.5,0.33,0.0,0.25,0.17,4,6,3000.0,2579.04,209.24,0.17,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0-0.2
1383.73,1.0,0.0,0.0,0.0,148.19,0.0,0.0,0.0,0.17,2,0,1500.0,298.94,508.05,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
4738.8,1.0,0.0,0.0,0.0,3814.31,0.0,0.0,0.0,0.83,27,0,7000.0,1374.85,1159.81,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.81-1,26-30,0-15,6001-8000,0-2000,0-2000,0-0.2
389.84,0.82,0.0,0.0,0.0,2101.74,0.0,0.0,0.0,0.5,7,0,3000.0,2236.59,100.21,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.41-0.6,6-10,0-15,2001-4000,2001-4000,0-2000,0-0.2
455.45,0.91,1301.25,1301.25,0.0,0.0,0.5,0.5,0.0,0.0,0,9,1500.0,472.45,170.19,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.41-0.6,0.41-0.6,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
658.66,1.0,629.99,629.99,0.0,0.0,0.08,0.08,0.0,0.0,0,1,6000.0,353.86,247.5,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
5058.56,1.0,0.0,0.0,0.0,2915.34,0.0,0.0,0.0,0.67,8,0,7000.0,1689.27,1198.87,0.0,12,1,4001-6000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.61-0.8,6-10,0-15,6001-8000,0-2000,0-2000,0-0.2
42.51,0.27,523.15,75.2,447.95,0.0,0.25,0.08,0.25,0.0,0,7,2000.0,925.82,164.1,1.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0.21-0.4,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.81-1
21.19,0.27,319.41,0.0,319.41,0.0,0.25,0.0,0.17,0.0,0,6,6000.0,135.55,29.01,0.08,12,1,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0-0.2,0-0.2,0-0.2,0-5,0-15,4001-6000,0-2000,0-2000,0-0.2
570.55,1.0,3179.69,1258.99,1920.7,0.0,1.0,0.25,0.83,0.0,0,28,5000.0,3067.83,248.87,0.42,12,1,0-2000,0.81-1,2001-4000,0-2000,0-2000,0-2000,0.81-1,0.21-0.4,0.81-1,0-0.2,0-5,16-30,4001-6000,2001-4000,0-2000,0.41-0.6
3.32,0.18,47.05,0.0,47.05,0.0,0.08,0.0,0.08,0.0,0,1,1900.0,511.11,118.44,1.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0.81-1
2899.78,1.0,223.62,193.94,29.68,507.26,0.33,0.25,0.17,0.08,2,6,3000.0,1059.35,683.37,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1278.83,1.0,0.0,0.0,0.0,2425.73,0.0,0.0,0.0,0.17,6,0,4000.0,445.44,418.54,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0-0.2,6-10,0-15,2001-4000,0-2000,0-2000,0-0.2
1368.91,1.0,0.0,0.0,0.0,5809.8,0.0,0.0,0.0,0.17,8,0,6000.0,322.58,419.06,0.0,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0-0.2,6-10,0-15,4001-6000,0-2000,0-2000,0-0.2
1859.17,1.0,0.0,0.0,0.0,1543.16,0.0,0.0,0.0,0.08,5,0,3500.0,310.78,659.59,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
1413.87,1.0,313.03,313.03,0.0,1405.69,0.25,0.25,0.0,0.17,3,4,1800.0,1467.77,405.63,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.21-0.4,0.21-0.4,0-0.2,0-0.2,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
205.41,0.91,0.0,0.0,0.0,1903.84,0.0,0.0,0.0,0.25,3,0,1500.0,779.25,60.58,0.12,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,0-2000,0-2000,0-2000,0-0.2
2527.53,1.0,720.16,720.16,0.0,4783.11,0.5,0.5,0.0,0.42,15,13,3000.0,3866.44,1094.49,0.09,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0.41-0.6,0.41-0.6,0-0.2,0.41-0.6,11-15,0-15,2001-4000,2001-4000,0-2000,0-0.2
1022.72,1.0,120.09,120.09,0.0,0.0,0.08,0.08,0.0,0.0,0,1,2500.0,368.73,410.92,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
3078.06,1.0,0.0,0.0,0.0,4403.68,0.0,0.0,0.0,0.33,8,0,6000.0,6043.23,1183.93,0.08,12,1,2001-4000,0.81-1,0-2000,0-2000,0-2000,4001-6000,0-0.2,0-0.2,0-0.2,0.21-0.4,6-10,0-15,4001-6000,6001-8000,0-2000,0-0.2
1064.31,1.0,1067.32,242.38,824.94,3608.38,0.83,0.25,0.67,0.08,1,13,6000.0,4771.0,289.34,0.08,12,1,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0.81-1,0.21-0.4,0.61-0.8,0-0.2,0-5,0-15,4001-6000,4001-6000,0-2000,0-0.2
1204.69,1.0,0.0,0.0,0.0,2212.93,0.0,0.0,0.0,0.75,20,0,3500.0,1668.25,448.06,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,2001-4000,0-0.2,0-0.2,0-0.2,0.61-0.8,16-20,0-15,2001-4000,0-2000,0-2000,0-0.2
40.25,0.18,0.0,0.0,0.0,909.48,0.0,0.0,0.0,0.08,2,0,1500.0,3578.65,69.27,1.0,12,0,0-2000,0-0.2,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,0-2000,2001-4000,0-2000,0.81-1
2722.6,1.0,0.0,0.0,0.0,234.47,0.0,0.0,0.0,0.08,2,0,3000.0,638.1,653.78,0.0,12,0,2001-4000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
90.95,0.89,921.02,317.74,603.28,0.0,0.89,0.11,0.78,0.0,0,9,2500.0,782.68,109.17,0.78,9,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.61-0.8,0-0.2,0-5,0-15,2001-4000,0-2000,0-2000,0.61-0.8
165.72,1.0,231.51,115.0,116.51,0.0,0.83,0.17,0.75,0.0,0,24,4300.0,90.96,208.15,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0.81-1,0-0.2,0.61-0.8,0-0.2,0-5,16-30,4001-6000,0-2000,0-2000,0-0.2
738.66,1.0,0.0,0.0,0.0,1417.01,0.0,0.0,0.0,0.25,3,0,3000.0,170.65,187.56,0.0,12,0,0-2000,0.81-1,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0.21-0.4,0-5,0-15,2001-4000,0-2000,0-2000,0-0.2
3182.97,1.0,2502.46,2455.79,46.67,1837.02,0.83,0.83,0.17,0.5,22,53,5500.0,2170.56,1731.42,0.0,12,1,2001-4000,0.81-1,2001-4000,2001-4000,0-2000,0-2000,0.81-1,0.81-1,0-0.2,0.41-0.6,21-25,46-60,4001-6000,2001-4000,0-2000,0-0.2
44.59,0.27,413.7,0.0,413.7,0.0,0.17,0.0,0.17,0.0,0,4,2500.0,2271.74,131.14,0.0,12,0,0-2000,0.21-0.4,0-2000,0-2000,0-2000,0-2000,0-0.2,0-0.2,0-0.2,0-0.2,0-5,0-15,2001-4000,2001-4000,0-2000,0-0.2
